application_id,credit_score,income,dti,employment_status,age,loan_amount
10001,714,104601,0.28,unemployed,49,58680
10002,589,189145,0.36,self-employed,56,419542
10003,352,176384,0.43,self-employed,26,254125
10004,603,182424,0.49,self-employed,28,68228
10005,321,161116,0.45,self-employed,23,40210
10006,398,151885,0.22,unemployed,21,371585
10007,636,35791,0.45,unemployed,58,228501
10008,657,183225,0.41,self-employed,63,288897
10009,514,85427,0.35,self-employed,27,95443
10010,574,50558,0.37,employed,29,497023
10011,782,179229,0.29,self-employed,62,489678
10012,603,180219,0.13,self-employed,29,158661
10013,793,147962,0.45,self-employed,63,65867
10014,312,123722,0.6,employed,62,156174
10015,404,144647,0.57,self-employed,47,113827
10016,740,98054,0.49,employed,61,188298
10017,668,92647,0.54,self-employed,37,280263
10018,599,199928,0.18,employed,60,359046
10019,638,96617,0.2,self-employed,34,261609
10020,591,23579,0.33,employed,61,104051
10021,784,151102,0.29,self-employed,21,437810
10022,769,177475,0.35,unemployed,30,345531
10023,724,65943,0.41,unemployed,44,271743
10024,475,60176,0.48,self-employed,46,216586
10025,772,71602,0.16,unemployed,26,282649
10026,333,23700,0.23,employed,54,365672
10027,686,44885,0.58,unemployed,35,169134
10028,532,163249,0.26,unemployed,41,274749
10029,320,108594,0.51,self-employed,65,417232
10030,451,55856,0.51,self-employed,54,132228
10031,460,22660,0.42,employed,55,435989
10032,671,107344,0.26,self-employed,65,231719
10033,749,167296,0.24,employed,32,459823
10034,323,143868,0.15,employed,63,114991
10035,431,167018,0.41,self-employed,65,115897
10036,379,150045,0.19,self-employed,56,214860
10037,437,67826,0.47,employed,25,269649
10038,456,192376,0.29,employed,58,66566
10039,465,67083,0.43,unemployed,23,417483
10040,472,127066,0.47,employed,31,129761
10041,820,115761,0.36,self-employed,33,85874
10042,508,162048,0.11,unemployed,45,203999
10043,523,64644,0.54,self-employed,31,248959
10044,539,68931,0.16,unemployed,58,239011
10045,356,151074,0.39,employed,24,243135
10046,472,159476,0.12,unemployed,48,182402
10047,472,182023,0.55,unemployed,40,140647
10048,655,114194,0.11,self-employed,39,483383
10049,338,154097,0.39,self-employed,37,22333
10050,829,171967,0.25,self-employed,27,278791
10051,655,22364,0.13,self-employed,44,314766
10052,317,115511,0.32,self-employed,61,436021
10053,706,148825,0.26,unemployed,46,377283
10054,312,155799,0.53,self-employed,25,222047
10055,518,105387,0.33,employed,64,412809
10056,515,121888,0.36,unemployed,65,280702
10057,730,97498,0.55,employed,48,497572
10058,770,55486,0.58,unemployed,36,235453
10059,342,77834,0.55,unemployed,58,395867
10060,307,123360,0.25,self-employed,56,303659
10061,709,86229,0.32,unemployed,40,416825
10062,564,180543,0.25,unemployed,31,414792
10063,429,39060,0.19,self-employed,32,199715
10064,676,92986,0.41,employed,21,42601
10065,354,55161,0.13,unemployed,35,404534
10066,422,125279,0.55,employed,38,104902
10067,376,158167,0.31,self-employed,34,182101
10068,637,42700,0.13,employed,21,377615
10069,482,156984,0.27,self-employed,55,52495
10070,567,182896,0.37,self-employed,27,476067
10071,814,189475,0.36,unemployed,65,259673
10072,571,69201,0.38,employed,46,181900
10073,468,156254,0.32,self-employed,37,297437
10074,425,45677,0.37,unemployed,27,319489
10075,423,154809,0.21,unemployed,35,261902
10076,508,37644,0.23,self-employed,36,115344
10077,552,156910,0.5,employed,57,128489
10078,528,45524,0.21,self-employed,34,413270
10079,541,71247,0.47,employed,29,162710
10080,431,93598,0.23,unemployed,46,268498
10081,309,39784,0.13,self-employed,62,122294
10082,467,61006,0.16,employed,65,210516
10083,827,51380,0.45,employed,26,169026
10084,338,197138,0.21,employed,47,165282
10085,561,169389,0.38,self-employed,22,465666
10086,572,24062,0.39,unemployed,63,163352
10087,733,97566,0.45,self-employed,32,279045
10088,442,129198,0.45,employed,25,294274
10089,784,129833,0.12,self-employed,64,172934
10090,653,184567,0.18,unemployed,28,297169
10091,510,76055,0.28,employed,44,51122
10092,655,195092,0.27,employed,52,251195
10093,356,135709,0.11,self-employed,32,396599
10094,768,154901,0.33,unemployed,41,6924
10095,759,83222,0.33,employed,53,251710
10096,845,98590,0.29,unemployed,35,486194
10097,459,45850,0.11,unemployed,29,153723
10098,431,64575,0.35,employed,42,5112
10099,383,181362,0.14,employed,59,178285
10100,444,189315,0.47,unemployed,55,399555
10101,724,39706,0.17,employed,29,106826
10102,318,91492,0.59,self-employed,48,353398
10103,606,85632,0.11,employed,34,405780
10104,730,94620,0.58,unemployed,48,70634
10105,469,145402,0.42,employed,36,457408
10106,772,168244,0.59,unemployed,26,435954
10107,832,129217,0.48,employed,49,86666
10108,311,92743,0.44,unemployed,60,322343
10109,642,153411,0.44,employed,28,394233
10110,343,138929,0.47,self-employed,37,428662
10111,518,22260,0.4,unemployed,33,89320
10112,446,150107,0.26,self-employed,25,241267
10113,646,38008,0.16,self-employed,29,73519
10114,689,30194,0.37,unemployed,57,392188
10115,352,190688,0.11,employed,41,140243
10116,324,179600,0.41,self-employed,51,281840
10117,570,110181,0.34,self-employed,45,286029
10118,562,104013,0.58,employed,65,248116
10119,705,171879,0.35,employed,56,35544
10120,428,136367,0.13,unemployed,47,270281
10121,570,62038,0.32,self-employed,44,332692
10122,545,149226,0.56,unemployed,48,427032
10123,312,38071,0.31,employed,62,91954
10124,747,22600,0.44,self-employed,55,47241
10125,438,195607,0.34,unemployed,27,344764
10126,433,110493,0.52,self-employed,64,309155
10127,337,75651,0.2,self-employed,27,50299
10128,395,184903,0.5,unemployed,26,195840
10129,593,178850,0.47,unemployed,35,171913
10130,793,107534,0.1,self-employed,53,411096
10131,332,78545,0.52,self-employed,38,189733
10132,601,44425,0.49,self-employed,37,67823
10133,616,76365,0.29,self-employed,35,279873
10134,704,48150,0.56,employed,31,67515
10135,786,180510,0.14,unemployed,58,94262
10136,435,88256,0.55,self-employed,55,419474
10137,593,48698,0.28,employed,22,321481
10138,384,131203,0.34,employed,34,276253
10139,788,180431,0.32,employed,53,392573
10140,684,189851,0.11,employed,39,471864
10141,667,71194,0.58,self-employed,50,362147
10142,676,191306,0.35,employed,37,221097
10143,447,91108,0.58,unemployed,56,42885
10144,746,100893,0.42,self-employed,26,282079
10145,330,174723,0.52,self-employed,38,325427
10146,778,125586,0.23,employed,61,472348
10147,369,185898,0.14,employed,49,251747
10148,535,51396,0.49,unemployed,47,33597
10149,359,146921,0.19,self-employed,61,359257
10150,770,188299,0.23,self-employed,47,410193
10151,616,188312,0.1,employed,50,310169
