application_id,credit_score,income,dti,employment_status,age,loan_amount
50001,747,162733,0.58,self-employed,55,243711
50002,679,136704,0.45,self-employed,44,161109
50003,511,192940,0.59,self-employed,60,423752
50004,633,46805,0.22,self-employed,43,412842
50005,802,151744,0.28,self-employed,31,307762
50006,480,94353,0.37,employed,47,348597
50007,488,174261,0.31,unemployed,43,54350
50008,580,42093,0.44,employed,47,147278
50009,360,162849,0.38,employed,33,241585
50010,730,158999,0.21,employed,33,450440
50011,468,113533,0.23,self-employed,31,477411
50012,668,128950,0.24,self-employed,47,221217
50013,629,164909,0.48,unemployed,25,94009
50014,500,28125,0.36,unemployed,22,9794
50015,328,134576,0.17,employed,43,251830
50016,465,31308,0.39,employed,37,466775
50017,816,122180,0.36,unemployed,24,148665
50018,703,103933,0.15,employed,49,174474
50019,337,152529,0.49,unemployed,24,42182
50020,515,188603,0.49,unemployed,40,85110
50021,482,153911,0.21,employed,39,354864
50022,497,143107,0.27,unemployed,33,325564
50023,437,152317,0.45,employed,61,191322
50024,734,156143,0.45,employed,28,27023
50025,701,64503,0.4,unemployed,32,417764
50026,688,130901,0.53,employed,49,145544
50027,561,41781,0.19,self-employed,51,79847
50028,668,173751,0.41,employed,61,220642
50029,602,98581,0.31,self-employed,47,448076
50030,347,25214,0.31,employed,46,315997
50031,622,125609,0.21,self-employed,57,308347
50032,622,120264,0.37,unemployed,24,320131
50033,740,183912,0.21,self-employed,53,76833
50034,310,180492,0.5,self-employed,53,109977
50035,446,88684,0.46,employed,31,76743
50036,772,177750,0.2,self-employed,64,292806
50037,440,94459,0.29,employed,22,429402
50038,801,152689,0.48,employed,52,199255
50039,443,31984,0.4,employed,62,392196
50040,425,140001,0.54,employed,54,154454
50041,605,68425,0.48,unemployed,62,311111
50042,430,185116,0.23,self-employed,39,126764
50043,754,127551,0.6,employed,41,255629
50044,366,36292,0.47,unemployed,65,280777
50045,687,179725,0.5,employed,49,32991
50046,323,36815,0.17,unemployed,42,322903
50047,628,92807,0.38,unemployed,45,57537
50048,698,96388,0.6,unemployed,32,475976
50049,372,126046,0.55,employed,25,180794
50050,496,92517,0.44,unemployed,50,267739
50051,566,91125,0.48,employed,37,463792
50052,747,96990,0.31,self-employed,56,224497
50053,670,33126,0.32,employed,44,15959
50054,438,82673,0.56,unemployed,56,416136
50055,842,29960,0.54,employed,27,5718
50056,619,114992,0.28,self-employed,32,444681
50057,660,67449,0.29,self-employed,26,23699
50058,523,56220,0.58,unemployed,24,366468
50059,528,164994,0.36,unemployed,25,128050
50060,349,104165,0.41,employed,32,199241
50061,359,62715,0.46,employed,36,115091
50062,461,111540,0.11,employed,45,317116
50063,570,169317,0.56,unemployed,39,177361
50064,347,176848,0.43,employed,21,215655
50065,803,182258,0.3,employed,61,60087
50066,313,164342,0.47,self-employed,31,57024
50067,685,60124,0.32,employed,58,45136
50068,671,79264,0.47,self-employed,65,437071
50069,781,82269,0.21,employed,43,418528
50070,845,94745,0.53,self-employed,58,93402
50071,778,35071,0.34,employed,64,212329
50072,367,27922,0.25,unemployed,36,283301
50073,565,111700,0.55,employed,25,222282
50074,423,135211,0.14,employed,48,360031
50075,468,144988,0.32,unemployed,27,431572
50076,531,30770,0.42,unemployed,32,213201
50077,355,31472,0.12,self-employed,52,131334
50078,688,64701,0.52,unemployed,60,349641
50079,441,174351,0.31,unemployed,43,336019
50080,398,92381,0.17,employed,32,97541
50081,730,63842,0.43,self-employed,51,364530
50082,335,156038,0.52,self-employed,59,56898
50083,650,118615,0.39,unemployed,46,311375
50084,848,48743,0.2,unemployed,63,38956
50085,701,21452,0.21,self-employed,41,416453
50086,637,162643,0.15,unemployed,48,397303
50087,444,133071,0.23,unemployed,50,417591
50088,691,160184,0.17,self-employed,51,266229
50089,635,159371,0.47,employed,65,78206
50090,674,47384,0.13,unemployed,44,14756
50091,763,136373,0.35,unemployed,38,167217
50092,488,178414,0.27,unemployed,25,428787
50093,395,199312,0.36,self-employed,35,382890
50094,752,96067,0.29,employed,29,408066
50095,687,149180,0.5,employed,44,364166
50096,789,196834,0.26,unemployed,48,146519
50097,528,160040,0.57,unemployed,40,379393
50098,701,126524,0.57,unemployed,41,287559
50099,778,99939,0.57,unemployed,56,319402
50100,541,160240,0.35,employed,29,422528
50101,590,161895,0.23,unemployed,65,155627
50102,403,88686,0.41,unemployed,50,125558
50103,767,37233,0.11,employed,27,468630
50104,407,98635,0.12,self-employed,35,318580
50105,310,58502,0.3,employed,60,412553
50106,728,60722,0.13,employed,52,197576
50107,762,82429,0.31,employed,42,385006
50108,506,133579,0.3,employed,63,99119
50109,815,85689,0.55,unemployed,43,383257
50110,585,25613,0.49,employed,47,125232
50111,571,38435,0.51,employed,30,448793
50112,315,111893,0.25,self-employed,32,294958
50113,604,151471,0.25,self-employed,22,256214
50114,485,198431,0.46,self-employed,48,77191
50115,721,92834,0.34,self-employed,22,369374
50116,654,110284,0.16,self-employed,48,330753
50117,757,182854,0.39,employed,25,473659
50118,361,176971,0.36,self-employed,63,280056
50119,777,185411,0.44,unemployed,40,197475
50120,638,181742,0.1,unemployed,41,464249
50121,514,35264,0.26,unemployed,46,434612
50122,586,115540,0.57,employed,44,388824
50123,558,187997,0.3,unemployed,47,156110
50124,326,29721,0.58,employed,29,243399
50125,521,110208,0.45,employed,23,452012
50126,303,21384,0.28,employed,60,306940
50127,675,110163,0.24,unemployed,50,178236
50128,443,143599,0.46,unemployed,47,446685
50129,827,78715,0.13,employed,52,229125
50130,310,182947,0.37,self-employed,59,386434
50131,401,164055,0.51,unemployed,50,464120
50132,431,153835,0.53,unemployed,30,61025
50133,698,174445,0.42,employed,33,223461
50134,660,47836,0.41,unemployed,54,270236
50135,477,148600,0.4,employed,56,33505
50136,793,127434,0.39,unemployed,50,333823
50137,555,89649,0.49,self-employed,30,66280
50138,649,74408,0.42,employed,25,336822
50139,423,58432,0.29,employed,53,190589
50140,656,154985,0.41,employed,23,297677
50141,794,37998,0.29,employed,25,55470
50142,317,22070,0.34,employed,65,202028
50143,770,168315,0.33,unemployed,60,432589
50144,695,140620,0.32,employed,50,190862
50145,395,115543,0.42,unemployed,37,496233
50146,629,107105,0.29,employed,52,430530
50147,609,70915,0.28,self-employed,32,206112
50148,823,163087,0.21,unemployed,53,363714
50149,564,88749,0.4,self-employed,60,331777
50150,608,98507,0.36,self-employed,34,23182
50151,797,74100,0.15,employed,60,147348
50152,721,21350,0.51,unemployed,36,238607
50153,503,158566,0.58,unemployed,54,237669
50154,487,196098,0.16,self-employed,48,359758
50155,415,126046,0.2,unemployed,39,370384
50156,663,67212,0.52,unemployed,44,441844
50157,470,28174,0.17,self-employed,50,451290
50158,395,88395,0.21,unemployed,43,273975
50159,637,72855,0.49,self-employed,31,40565
50160,747,57903,0.38,self-employed,43,396433
50161,488,189947,0.25,self-employed,51,397009
50162,336,152010,0.2,self-employed,53,352504
50163,352,48307,0.56,employed,59,198994
50164,338,176157,0.51,employed,56,495666
50165,684,130971,0.57,unemployed,32,120394
50166,803,49043,0.28,self-employed,28,134650
50167,416,137864,0.41,unemployed,45,333874
50168,614,150483,0.2,unemployed,48,126632
50169,802,30136,0.6,employed,65,286411
50170,749,155914,0.37,unemployed,23,280939
50171,454,110017,0.45,unemployed,21,391774
50172,408,21547,0.5,unemployed,42,186783
50173,778,58045,0.35,employed,55,256805
50174,439,98240,0.21,employed,39,405455
50175,353,110221,0.51,employed,33,421076
50176,840,106325,0.19,self-employed,47,491761
50177,604,123941,0.31,unemployed,23,220363
50178,365,76640,0.38,employed,51,410793
50179,717,66099,0.15,self-employed,33,431776
50180,662,29609,0.13,self-employed,26,161304
50181,621,32632,0.19,unemployed,51,188774
50182,594,98766,0.36,unemployed,57,283525
50183,825,38481,0.22,unemployed,51,307941
50184,674,198180,0.17,employed,38,425050
50185,593,51110,0.21,employed,47,174145
50186,486,178778,0.43,self-employed,31,374791
50187,543,48554,0.41,self-employed,43,313065
50188,309,165066,0.43,unemployed,51,493005
50189,399,21745,0.33,employed,40,5715
50190,573,196115,0.26,self-employed,43,287318
50191,515,25351,0.43,unemployed,61,419170
50192,566,176405,0.52,self-employed,47,14129
50193,627,149954,0.11,employed,23,167220
50194,662,101224,0.4,employed,39,315604
50195,565,168864,0.35,employed,39,425122
50196,754,77779,0.27,unemployed,57,417864
50197,654,91487,0.2,employed,32,126643
50198,590,36096,0.33,unemployed,50,398040
50199,541,102485,0.11,unemployed,55,31454
50200,380,24309,0.49,employed,22,20545
50201,791,30201,0.37,employed,58,216183
50202,344,32365,0.53,employed,47,164285
50203,703,63604,0.11,self-employed,52,228317
50204,518,87536,0.24,employed,28,464493
50205,365,128250,0.32,unemployed,32,475601
50206,721,37140,0.47,employed,38,451555
50207,372,71921,0.27,unemployed,29,325690
50208,484,164403,0.23,unemployed,61,98130
50209,446,167984,0.46,employed,59,468094
50210,639,22735,0.4,employed,61,244972
50211,694,83466,0.56,employed,40,236680
50212,468,192241,0.55,employed,42,33850
50213,324,182784,0.38,unemployed,37,394285
50214,718,117189,0.44,employed,44,331277
50215,723,131834,0.15,unemployed,43,400555
50216,524,172941,0.6,employed,35,432552
50217,801,118084,0.44,unemployed,28,98206
50218,553,93419,0.15,employed,54,432331
50219,615,186093,0.5,self-employed,36,18675
50220,347,75100,0.46,employed,26,291153
50221,351,49520,0.43,self-employed,41,22799
50222,476,83613,0.35,self-employed,60,234384
50223,500,84530,0.21,employed,40,18377
50224,742,62561,0.38,unemployed,21,417843
50225,604,64656,0.19,employed,60,357575
50226,346,125281,0.56,unemployed,51,169027
50227,517,55580,0.2,unemployed,57,248891
50228,630,145055,0.19,self-employed,50,407723
50229,703,48750,0.18,self-employed,45,27480
50230,829,187872,0.51,self-employed,42,97972
50231,779,103662,0.18,employed,45,147345
50232,803,72048,0.51,self-employed,39,495951
50233,562,22575,0.14,unemployed,27,99489
50234,840,120898,0.14,employed,24,451853
50235,778,114877,0.27,self-employed,60,81611
50236,352,171881,0.28,self-employed,64,426239
50237,472,30288,0.45,unemployed,41,291836
50238,762,21432,0.5,employed,53,115516
50239,552,176317,0.3,unemployed,45,337576
50240,448,152983,0.54,self-employed,37,244207
50241,522,158082,0.54,employed,64,337783
50242,686,41980,0.21,employed,43,425293
50243,437,114104,0.57,self-employed,45,154260
50244,608,150087,0.49,self-employed,27,296026
50245,762,145281,0.32,unemployed,60,274239
50246,580,39422,0.37,self-employed,65,461321
50247,664,100732,0.15,unemployed,46,445754
50248,329,183105,0.22,self-employed,49,106210
50249,843,115581,0.24,employed,58,281121
50250,577,134839,0.41,employed,40,466238
50251,677,38284,0.23,self-employed,33,71432
50252,383,109864,0.33,employed,55,45508
50253,488,163895,0.57,employed,39,441673
50254,813,72927,0.33,unemployed,50,148505
50255,631,133636,0.52,self-employed,61,449832
50256,317,52848,0.29,self-employed,57,385843
50257,628,33399,0.39,employed,27,113295
50258,424,144712,0.41,unemployed,47,236884
50259,504,71699,0.17,employed,30,101214
50260,774,45259,0.55,employed,51,73550
50261,682,47172,0.35,self-employed,44,480341
50262,362,183098,0.46,unemployed,60,218662
50263,650,60664,0.5,self-employed,30,62307
50264,371,152126,0.21,unemployed,33,361571
50265,529,188934,0.54,self-employed,41,269900
50266,526,178550,0.52,self-employed,36,166554
50267,414,74323,0.28,self-employed,34,339484
50268,709,130620,0.19,unemployed,60,415257
50269,315,84505,0.33,self-employed,37,382625
50270,551,26364,0.24,unemployed,43,80825
50271,312,100478,0.48,self-employed,41,354305
50272,795,153298,0.51,unemployed,40,222546
50273,725,38542,0.11,unemployed,57,105731
50274,488,113662,0.52,unemployed,56,380357
50275,398,76989,0.27,employed,51,90861
50276,588,108206,0.38,self-employed,47,436171
50277,429,83613,0.56,employed,22,272702
50278,701,100445,0.54,employed,31,224103
50279,844,157302,0.45,self-employed,40,30930
50280,716,142333,0.2,employed,38,270926
50281,828,107795,0.3,unemployed,36,370702
50282,410,126941,0.26,unemployed,53,312989
50283,510,43413,0.32,employed,65,359141
50284,515,153078,0.46,employed,24,295086
50285,349,176104,0.3,employed,40,274689
50286,303,124767,0.46,unemployed,23,290362
50287,395,97124,0.27,unemployed,51,155416
50288,509,142130,0.29,self-employed,34,221145
50289,473,78500,0.37,employed,56,337092
50290,498,56142,0.29,unemployed,63,411163
50291,837,148397,0.57,unemployed,43,59372
50292,611,148346,0.28,employed,62,203938
50293,709,191272,0.5,unemployed,60,310680
50294,520,161164,0.41,unemployed,56,193332
50295,626,73599,0.33,self-employed,64,17108
50296,377,186061,0.25,employed,41,498323
50297,634,80503,0.52,unemployed,39,97150
50298,325,135248,0.35,unemployed,58,131621
50299,676,177734,0.3,self-employed,58,117137
50300,642,32078,0.38,unemployed,56,266008
50301,684,124927,0.26,unemployed,51,459433
50302,402,178224,0.21,unemployed,22,397742
50303,574,175988,0.13,unemployed,36,469050
50304,625,66096,0.6,employed,32,130376
50305,836,50552,0.54,self-employed,43,454581
50306,433,103342,0.56,self-employed,64,358902
50307,403,133251,0.42,self-employed,29,5272
50308,525,40044,0.45,self-employed,27,247348
50309,649,97019,0.43,self-employed,48,433368
50310,849,135154,0.32,self-employed,57,304681
50311,843,171707,0.26,unemployed,43,266568
50312,772,185278,0.51,self-employed,25,477758
50313,704,53356,0.53,self-employed,23,242465
50314,652,103101,0.54,unemployed,23,387000
50315,666,85226,0.43,unemployed,54,388385
50316,523,166031,0.39,self-employed,65,454470
50317,748,116383,0.12,self-employed,46,259681
50318,829,101300,0.51,employed,23,272683
50319,510,43646,0.58,self-employed,28,67450
50320,311,47678,0.28,self-employed,39,401040
50321,707,168907,0.39,unemployed,59,384384
50322,655,70075,0.43,employed,27,454868
50323,373,154860,0.16,self-employed,31,394003
50324,342,28248,0.14,unemployed,21,431518
50325,551,152761,0.22,employed,60,277984
50326,534,183587,0.11,unemployed,51,125780
50327,640,46204,0.38,employed,44,460783
50328,835,76036,0.55,unemployed,51,258355
50329,548,101958,0.18,employed,57,222216
50330,602,192545,0.46,employed,54,409385
50331,315,33633,0.36,unemployed,51,351044
50332,387,45575,0.55,employed,22,256926
50333,537,188507,0.53,self-employed,38,433775
50334,557,87504,0.47,unemployed,59,316652
50335,391,54352,0.11,unemployed,23,121948
50336,308,76021,0.21,employed,45,314633
50337,617,155041,0.48,self-employed,38,133206
50338,751,188489,0.39,employed,57,162175
50339,609,55962,0.42,unemployed,21,195880
50340,351,157748,0.13,self-employed,50,366988
50341,300,63693,0.45,unemployed,42,190002
50342,547,43466,0.23,unemployed,62,42304
50343,807,100777,0.42,self-employed,35,488254
50344,634,165919,0.11,unemployed,52,173049
50345,591,113421,0.54,unemployed,28,117346
50346,594,113325,0.45,employed,33,342139
50347,503,166048,0.42,unemployed,42,23019
50348,534,141482,0.39,unemployed,25,184495
50349,353,101736,0.45,unemployed,52,100894
50350,441,34642,0.25,employed,40,246631
50351,461,37286,0.18,employed,47,303639
50352,773,39378,0.58,self-employed,35,206014
50353,517,179521,0.33,self-employed,22,102989
50354,394,107804,0.52,unemployed,39,335033
50355,344,166366,0.23,self-employed,29,450807
50356,353,130253,0.23,self-employed,60,191283
50357,414,133510,0.23,self-employed,26,270847
50358,316,132564,0.29,unemployed,34,87655
50359,708,37072,0.28,self-employed,22,143475
50360,847,59082,0.19,employed,33,117251
50361,457,99282,0.58,self-employed,43,34245
50362,682,105047,0.37,employed,28,324027
50363,455,182925,0.35,self-employed,45,98583
50364,421,66302,0.13,employed,63,345704
50365,760,36168,0.36,self-employed,27,269329
50366,397,155320,0.19,self-employed,52,209678
50367,815,26825,0.49,self-employed,62,471697
50368,417,115860,0.53,self-employed,55,186274
50369,315,157077,0.38,unemployed,47,464640
50370,695,67209,0.49,unemployed,21,492218
50371,607,33281,0.37,unemployed,24,410180
50372,844,60263,0.11,unemployed,45,65483
50373,329,111097,0.5,employed,54,15251
50374,541,148813,0.38,unemployed,54,119126
50375,516,32871,0.29,self-employed,35,350077
50376,503,175192,0.26,employed,27,15529
50377,382,171642,0.21,unemployed,27,340027
50378,502,191573,0.45,unemployed,39,129997
50379,516,135932,0.44,self-employed,35,73938
50380,577,48299,0.17,unemployed,33,441740
50381,443,71787,0.44,employed,35,456388
50382,453,46283,0.13,self-employed,36,295771
50383,807,99134,0.15,employed,23,317086
50384,781,76677,0.17,self-employed,22,237956
50385,527,99095,0.33,unemployed,56,490840
50386,346,22121,0.37,self-employed,55,343415
50387,544,160916,0.34,employed,37,309714
50388,696,131944,0.49,employed,52,22781
50389,357,91122,0.22,self-employed,31,434459
50390,308,60436,0.3,self-employed,33,134522
50391,745,174359,0.33,unemployed,46,462977
50392,776,45833,0.37,employed,41,307385
50393,696,127907,0.15,unemployed,38,16081
50394,568,26603,0.54,unemployed,52,478017
50395,788,144290,0.58,self-employed,29,97989
50396,577,187380,0.6,unemployed,38,15724
50397,770,157883,0.28,unemployed,47,370692
50398,348,187428,0.49,unemployed,61,334168
50399,591,86534,0.27,unemployed,25,310799
50400,841,105959,0.38,employed,39,448480
50401,317,193197,0.33,employed,28,258512
50402,656,31289,0.3,unemployed,54,299369
50403,733,157423,0.2,unemployed,61,314504
50404,800,140428,0.37,self-employed,43,11600
50405,790,40201,0.26,employed,45,141406
50406,477,144915,0.13,employed,65,371124
50407,376,147560,0.53,self-employed,48,339482
50408,753,127786,0.17,self-employed,64,213005
50409,745,188865,0.55,employed,40,324739
50410,712,121338,0.11,unemployed,43,333855
50411,427,138019,0.41,employed,59,305954
50412,650,167255,0.57,unemployed,61,438454
50413,745,178150,0.19,self-employed,32,282045
50414,489,87543,0.37,self-employed,27,260276
50415,457,55046,0.6,self-employed,45,38674
50416,557,113439,0.5,self-employed,21,329198
50417,571,163460,0.2,self-employed,54,239006
50418,534,37723,0.55,employed,24,374285
50419,415,24084,0.51,unemployed,41,356585
50420,716,179085,0.25,unemployed,33,74057
50421,348,44061,0.19,self-employed,40,207097
50422,409,48783,0.47,employed,61,136383
50423,520,144393,0.37,unemployed,33,450064
50424,756,190151,0.3,self-employed,48,452506
50425,534,70334,0.59,unemployed,59,79428
50426,325,193573,0.59,unemployed,23,321501
50427,433,189678,0.29,employed,40,312043
50428,488,127952,0.41,self-employed,29,450789
50429,680,199418,0.36,self-employed,60,161513
50430,346,137276,0.18,employed,21,64138
50431,411,171383,0.27,unemployed,31,492594
50432,728,75315,0.6,self-employed,50,500000
50433,468,142913,0.54,employed,45,129487
50434,524,168393,0.33,employed,60,146122
50435,644,99167,0.35,self-employed,55,120139
50436,729,137592,0.28,employed,21,266307
50437,769,26072,0.24,unemployed,51,124971
50438,434,124846,0.38,self-employed,30,286895
50439,558,87102,0.32,employed,31,391760
50440,595,46902,0.24,unemployed,65,399744
50441,449,129868,0.58,employed,37,489428
50442,446,50417,0.21,unemployed,37,48262
50443,666,122781,0.58,unemployed,43,172588
50444,401,142626,0.28,unemployed,60,347870
50445,820,173676,0.58,unemployed,33,419540
50446,591,97801,0.15,self-employed,35,379700
50447,787,48366,0.34,self-employed,58,400503
50448,599,86573,0.53,employed,30,170509
50449,535,173246,0.28,employed,45,112217
50450,425,181719,0.35,employed,54,93670
50451,747,120967,0.22,employed,37,425014
50452,574,166024,0.5,employed,28,112156
50453,710,88794,0.21,self-employed,57,92025
50454,512,156472,0.16,employed,44,285638
50455,318,20007,0.13,unemployed,21,233684
50456,775,182916,0.18,self-employed,49,31880
50457,770,110117,0.42,self-employed,44,71463
50458,752,159043,0.38,unemployed,63,481127
