application_id,credit_score,income,dti,employment_status,age,loan_amount
80001,352,192630,0.35,unemployed,58,97165
80002,498,139545,0.48,employed,24,37508
80003,590,34602,0.14,unemployed,57,12704
80004,555,187827,0.33,self-employed,58,316440
80005,658,180432,0.32,employed,62,224790
80006,358,108559,0.42,employed,37,149404
80007,768,172567,0.22,unemployed,32,154310
80008,330,138296,0.57,unemployed,29,247368
80009,795,75993,0.51,self-employed,21,145662
80010,561,99710,0.2,employed,23,233757
80011,371,21838,0.49,self-employed,63,21976
80012,546,28195,0.17,unemployed,26,60800
80013,697,69823,0.47,employed,54,455087
80014,443,133829,0.31,unemployed,47,54179
80015,699,138431,0.25,employed,51,315222
80016,837,152256,0.58,employed,65,76159
80017,397,60204,0.37,employed,25,169001
80018,567,114341,0.27,employed,21,99404
80019,371,197817,0.5,employed,49,72443
80020,813,101054,0.2,unemployed,54,377660
80021,785,51353,0.22,employed,50,318245
80022,749,71468,0.59,self-employed,48,283435
80023,729,162579,0.6,self-employed,25,251687
80024,315,94418,0.13,self-employed,34,226262
80025,839,70621,0.44,self-employed,27,173136
80026,304,115367,0.54,self-employed,62,305463
80027,552,99289,0.33,employed,41,354385
80028,766,191711,0.36,self-employed,45,391023
80029,402,29805,0.59,unemployed,49,360429
80030,508,103776,0.35,self-employed,24,75286
80031,480,188832,0.4,unemployed,46,312710
80032,396,29737,0.49,self-employed,52,165655
80033,776,53567,0.28,unemployed,59,190750
80034,411,186180,0.23,self-employed,29,164817
80035,780,197444,0.38,employed,45,361514
80036,723,151370,0.2,employed,46,332571
80037,802,84049,0.14,employed,49,403900
80038,645,73489,0.56,self-employed,50,185987
80039,818,76440,0.29,unemployed,24,278378
80040,751,97846,0.24,unemployed,41,250365
80041,623,60212,0.31,employed,32,186130
80042,463,195227,0.57,self-employed,34,254651
80043,400,59331,0.29,unemployed,64,435726
80044,375,62278,0.42,employed,21,354213
80045,483,187245,0.49,self-employed,21,297841
80046,401,26932,0.46,self-employed,32,423425
80047,758,136403,0.28,self-employed,21,224913
80048,768,145405,0.18,employed,26,129915
80049,608,183377,0.24,self-employed,33,441807
80050,489,183093,0.4,employed,62,109241
80051,538,26908,0.58,self-employed,26,209258
80052,767,160624,0.19,self-employed,46,149434
80053,362,76526,0.15,self-employed,27,259699
80054,395,89187,0.39,unemployed,33,196695
80055,506,27969,0.36,self-employed,47,428689
80056,680,119611,0.44,employed,49,414984
80057,412,118945,0.1,unemployed,47,116381
80058,635,110344,0.13,employed,58,257805
80059,523,195934,0.37,self-employed,57,161702
80060,604,47405,0.21,employed,54,325509
80061,402,106581,0.24,employed,37,107289
80062,395,31435,0.16,employed,36,340221
80063,565,128036,0.37,employed,23,173312
80064,602,148688,0.19,unemployed,54,70046
80065,628,36161,0.34,unemployed,29,447090
80066,646,24436,0.29,employed,39,43003
80067,657,74949,0.11,self-employed,27,416968
80068,399,129595,0.23,unemployed,34,212300
80069,575,64918,0.49,employed,38,394212
80070,850,124848,0.39,unemployed,60,72018
80071,668,74253,0.52,self-employed,43,37729
80072,787,122531,0.33,self-employed,49,129025
80073,645,114827,0.19,employed,36,141352
80074,661,136351,0.12,unemployed,46,43389
80075,763,105964,0.11,self-employed,43,166300
80076,618,117784,0.28,unemployed,47,157751
80077,609,87058,0.53,employed,33,232848
80078,599,47780,0.37,self-employed,58,298978
80079,597,44617,0.23,self-employed,36,343559
80080,738,95785,0.49,unemployed,27,313713
80081,832,62814,0.5,unemployed,36,175733
80082,443,128493,0.17,unemployed,28,463616
80083,742,30665,0.58,self-employed,34,436411
80084,556,76393,0.59,unemployed,23,90507
80085,718,164243,0.29,employed,36,296614
80086,812,65601,0.52,unemployed,31,460363
80087,553,138325,0.2,unemployed,45,490724
80088,557,99210,0.46,unemployed,46,77945
80089,594,116271,0.55,self-employed,40,493436
80090,765,155360,0.3,unemployed,23,45665
80091,400,90561,0.59,unemployed,29,197248
80092,731,121354,0.48,employed,39,139907
80093,412,140969,0.46,self-employed,29,354581
