application_id,credit_score,income,dti,employment_status,age,loan_amount
30001,657,198105,0.38,unemployed,57,123865
30002,366,169308,0.2,self-employed,63,385316
30003,371,187821,0.38,unemployed,58,220279
30004,834,58366,0.12,employed,34,210253
30005,311,100586,0.24,self-employed,44,325334
30006,599,120717,0.42,self-employed,52,68137
30007,700,53313,0.3,self-employed,53,165817
30008,413,40004,0.49,employed,48,16103
30009,563,111491,0.47,self-employed,23,11520
30010,778,27209,0.32,unemployed,43,499514
30011,488,35045,0.47,self-employed,53,136970
30012,372,132217,0.43,self-employed,65,497658
30013,507,178345,0.44,self-employed,34,311760
30014,719,61671,0.1,self-employed,39,168846
30015,616,92863,0.22,unemployed,62,143801
30016,741,77379,0.2,unemployed,40,199039
30017,666,111724,0.43,employed,59,378795
30018,564,49742,0.13,employed,54,94214
30019,373,54742,0.37,self-employed,63,36100
30020,433,90777,0.13,self-employed,52,390935
30021,525,155791,0.18,unemployed,51,16101
30022,616,50421,0.5,unemployed,53,108536
30023,303,195556,0.11,self-employed,62,139309
30024,754,178359,0.29,unemployed,27,73866
30025,316,86865,0.29,employed,21,84381
30026,562,138264,0.13,employed,37,34323
30027,543,83636,0.34,employed,43,482431
30028,360,42839,0.17,self-employed,62,157892
30029,386,160493,0.18,employed,56,92284
30030,544,94214,0.17,self-employed,51,219988
30031,625,37955,0.12,unemployed,32,17859
30032,558,20044,0.43,self-employed,26,400057
30033,849,147420,0.26,self-employed,60,136329
30034,595,82775,0.22,employed,48,141851
30035,434,36587,0.59,employed,39,374500
30036,541,66307,0.37,self-employed,54,195240
30037,365,87217,0.58,self-employed,23,156595
30038,720,170146,0.58,unemployed,59,110879
30039,799,117472,0.15,self-employed,51,22878
30040,545,193516,0.59,employed,41,469577
30041,601,153683,0.27,unemployed,51,45125
30042,401,48848,0.53,unemployed,55,491116
30043,820,40819,0.35,employed,30,434592
30044,630,106393,0.11,employed,25,352566
30045,673,57268,0.32,employed,57,161038
30046,561,128824,0.17,employed,44,280649
30047,816,37555,0.29,employed,27,166042
30048,597,57110,0.44,unemployed,47,120075
30049,325,47303,0.28,employed,59,419144
30050,433,147041,0.26,self-employed,54,273664
30051,775,113150,0.14,employed,50,444201
30052,838,133034,0.59,unemployed,35,371500
30053,800,95910,0.57,unemployed,59,440188
30054,780,191439,0.22,unemployed,56,17869
30055,568,111140,0.49,unemployed,29,292579
30056,847,174400,0.25,employed,29,217464
30057,766,106722,0.55,employed,49,74305
30058,590,74855,0.27,self-employed,34,88743
30059,444,146148,0.39,self-employed,23,353562
30060,746,134798,0.58,unemployed,29,254698
30061,794,178630,0.25,self-employed,44,124483
30062,567,95275,0.37,self-employed,29,156782
30063,770,162377,0.43,unemployed,22,186660
30064,452,103069,0.57,self-employed,43,442561
30065,631,140674,0.13,unemployed,45,333080
30066,339,66972,0.49,unemployed,23,171405
30067,366,34214,0.27,employed,43,224760
30068,633,89684,0.35,unemployed,59,205983
30069,733,169622,0.2,self-employed,49,387163
30070,368,25131,0.37,employed,54,427597
30071,511,39763,0.1,self-employed,31,126650
30072,574,153694,0.18,self-employed,55,490088
30073,364,139938,0.1,self-employed,42,412532
30074,540,127802,0.48,self-employed,29,72840
30075,350,76730,0.44,self-employed,34,198249
30076,352,120609,0.45,employed,59,485250
30077,491,78484,0.42,employed,34,8893
30078,367,93225,0.19,employed,62,64235
30079,715,99833,0.12,unemployed,27,177715
30080,345,135186,0.16,unemployed,21,354229
30081,444,130695,0.32,self-employed,33,74167
30082,532,30167,0.53,self-employed,46,281362
30083,432,182544,0.55,self-employed,56,174298
30084,514,132720,0.51,unemployed,26,206519
30085,542,115203,0.25,self-employed,41,89604
30086,600,177511,0.53,self-employed,52,476420
30087,773,39635,0.59,employed,31,21310
30088,768,192618,0.1,self-employed,48,216464
30089,493,107338,0.23,unemployed,21,311920
30090,563,170962,0.37,self-employed,39,25941
30091,536,24200,0.25,unemployed,46,392844
30092,332,121908,0.23,unemployed,43,277913
30093,607,161049,0.28,self-employed,37,259264
30094,814,52845,0.51,unemployed,48,231177
30095,657,132703,0.43,employed,37,313512
30096,394,71879,0.46,unemployed,26,17477
30097,580,132038,0.31,self-employed,58,274071
30098,586,143958,0.32,employed,62,34386
30099,418,154403,0.56,employed,21,344126
30100,837,173343,0.31,unemployed,57,460411
30101,526,87949,0.11,employed,25,437574
30102,438,33603,0.12,employed,28,224310
